sessionid,tablaid,utalasid,kezdes,befejezes,tipp,tipp1,tipp2,tipp3,tipp4,tipp5,tipp6,tipp7,tipp8,tipp9,tipp10,tipp11,tipp12
E697D4CCA88531BA2C94055DE362B50F,68,9,2022-02-21 05:46:53.512,2022-02-21 05:47:07.395,4,gerinc,halál,egyenes,forma,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,4,9,2022-02-21 05:47:10.274,2022-02-21 05:47:22.21,3,szív,föld,szellem,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,51,15,2022-02-21 05:47:24.171,2022-02-21 05:47:34.359,3,központ,vonal,szakasz,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,53,4,2022-02-21 05:48:00.653,2022-02-21 05:48:15.706,3,autó,kórház,nyit,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,63,13,2022-02-21 05:48:26.237,2022-02-21 05:49:13.299,2,színház,árnyék,,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,81,2,2022-02-21 05:49:15.694,2022-02-21 05:49:24.635,3,árnyék,hatalom,sárkány,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,16,13,2022-02-21 05:49:25.794,2022-02-21 05:49:33.487,3,levegő,amazon,erdő,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,83,8,2022-02-21 05:49:37.538,2022-02-21 05:49:51.252,3,színház,mozi,ordít,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,45,3,2022-02-21 05:49:52.536,2022-02-21 05:50:03.628,3,asztal,iskola,cirkusz,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,76,1,2022-02-21 05:50:04.808,2022-02-21 05:50:14.847,2,hatalom,templom,,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,41,12,2022-02-21 05:50:15.907,2022-02-21 05:50:26.839,2,szikra,élet,,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,78,3,2022-02-21 05:50:27.739,2022-02-21 05:50:59.675,3,gyűrű,nyit,stadion,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,11,9,2022-02-21 05:51:00.869,2022-02-21 05:51:08.901,2,macska,barát,,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,3,4,2022-02-21 05:51:09.944,2022-02-21 05:51:21.721,3,hold,alak,medve,,,,,,,,,
E697D4CCA88531BA2C94055DE362B50F,80,1,2022-02-21 05:51:23.296,2022-02-21 05:51:31.113,3,király,arany,mese,,,,,,,,,
2ACBF01F0628164757AEE0B07B7E4BD0,77,1,2022-02-21 07:40:41.356,2022-02-21 07:41:10.536,3,hotel,tető,tégla,,,,,,,,,
2ACBF01F0628164757AEE0B07B7E4BD0,4,2,2022-02-21 07:41:14.699,2022-02-21 07:41:42.476,2,puska,robot,,,,,,,,,,
EE73F064EBD4BBEE5C015777F5882ADC,94,10,2022-02-21 08:11:38.079,2022-02-21 08:12:11.729,3,képernyő,egér,kocka,,,,,,,,,
EE73F064EBD4BBEE5C015777F5882ADC,26,10,2022-02-21 08:12:15.85,2022-02-21 08:12:58.999,3,forma,tüske,tojás,,,,,,,,,
EE73F064EBD4BBEE5C015777F5882ADC,31,0,2022-02-21 08:13:01.61,2022-02-21 08:15:15.485,3,sajt,alak,anyag,,,,,,,,,
EE73F064EBD4BBEE5C015777F5882ADC,1,10,2022-02-21 08:15:18.508,2022-02-21 08:16:33.183,3,hajó,szín,villa,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,55,3,2022-02-21 10:55:07.74,2022-02-21 10:57:16.945,3,toll,asztal,rózsa,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,73,0,2022-02-21 10:59:22.584,2022-02-21 11:00:41.776,3,felhő,zebra,csirke,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,79,11,2022-02-21 11:00:43.604,2022-02-21 11:03:26.008,3,láng,lélek,oroszlán,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,40,0,2022-02-21 11:03:28.794,2022-02-21 11:04:18.099,2,gerinc,kölyök,,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,59,1,2022-02-21 11:04:19.662,2022-02-21 11:04:42.365,3,álom,szellem,éjszaka,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,20,10,2022-02-21 11:04:46.045,2022-02-21 11:06:56.249,2,ordít,szikra,,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,56,0,2022-02-21 11:06:59.046,2022-02-21 11:07:29.497,3,indián,természet,föld,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,16,1,2022-02-21 11:09:26.423,2022-02-21 11:09:55.55,3,amazon,erdő,indián,,,,,,,,,
D38B8DCEB5F36306D131649841C69701,82,9,2022-02-21 11:17:01.754,2022-02-21 11:17:19.327,2,gerinc,orvos,,,,,,,,,,
B290FBA9D0402609CC989229C31D0240,51,14,2022-02-21 11:17:20.653,2022-02-21 11:17:49.848,2,központ,barát,,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,77,1,2022-02-21 11:09:57.778,2022-02-21 11:18:07.215,3,hotel,tető,tégla,,,,,,,,,
B290FBA9D0402609CC989229C31D0240,25,10,2022-02-21 11:17:56.335,2022-02-21 11:18:30.703,3,gerinc,körte,tüdő,,,,,,,,,
B290FBA9D0402609CC989229C31D0240,63,9,2022-02-21 11:18:32.015,2022-02-21 11:18:49.637,3,bomba,repül,pilóta,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,89,4,2022-02-21 11:18:09.056,2022-02-21 11:19:46.165,4,lovag,alak,szarv,kesztyű,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,97,14,2022-02-21 11:19:47.865,2022-02-21 11:20:04.784,2,királynő,barát,,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,62,3,2022-02-21 11:20:08.555,2022-02-21 11:23:05.501,3,zseni,kölyök,torta,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,95,5,2022-02-21 11:23:07.846,2022-02-21 11:23:47.876,4,kalóz,király,volt,szellem,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,69,11,2022-02-21 11:23:49.506,2022-02-21 11:24:51.359,3,part,csatorna,sötét,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,83,8,2022-02-21 11:24:54.541,2022-02-21 11:25:29.785,3,színház,mozi,oszt,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,23,2,2022-02-21 11:25:31.113,2022-02-21 11:26:15.414,3,opera,gitár,tévé,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,54,3,2022-02-21 11:26:17.118,2022-02-21 11:26:32.138,3,kulcs,teherautó,gumi,,,,,,,,,
25BE86DEC61D6AA5DCF5389B5D4D7E81,63,3,2022-02-21 11:26:46.631,2022-02-21 11:27:10.219,3,tányér,árnyék,stadion,,,,,,,,,
25BE86DEC61D6AA5DCF5389B5D4D7E81,63,3,2022-02-21 11:26:46.631,2022-02-21 11:27:15.846,3,tányér,árnyék,stadion,,,,,,,,,
30F332D1E6F310B2A41507DE3438BFD0,29,7,2022-02-21 11:26:33.678,2022-02-21 11:27:38.226,3,tüdő,piramis,kártya,,,,,,,,,
6DB50332A2201CB3BC7EAA1749ED4ABB,67,10,2022-02-21 11:53:14.818,2022-02-21 11:53:33.672,3,szakasz,élet,torta,,,,,,,,,
6DB50332A2201CB3BC7EAA1749ED4ABB,81,10,2022-02-21 11:53:49.632,2022-02-21 11:54:02.371,3,hatalom,gyémánt,lélek,,,,,,,,,
6DB50332A2201CB3BC7EAA1749ED4ABB,19,7,2022-02-21 11:54:12.219,2022-02-21 11:54:33.561,3,sajt,olaj,egészség,,,,,,,,,
6DB50332A2201CB3BC7EAA1749ED4ABB,39,10,2022-02-21 11:54:40.825,2022-02-21 11:54:59.922,3,orvos,szék,villa,,,,,,,,,
39BA4A081FC2337B5DC33A8CBA10C287,43,7,2022-02-21 12:03:09.479,2022-02-21 12:03:53.368,2,banán,gumi,,,,,,,,,,
39BA4A081FC2337B5DC33A8CBA10C287,96,9,2022-02-21 12:04:00.235,2022-02-21 12:04:26.306,3,motor,lyuk,hajt,,,,,,,,,
39BA4A081FC2337B5DC33A8CBA10C287,96,9,2022-02-21 12:04:00.235,2022-02-21 12:04:31.905,3,motor,lyuk,hajt,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,67,4,2022-02-21 12:27:16.152,2022-02-21 12:27:24.674,3,helikopter,szakasz,pilóta,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,71,0,2022-02-21 12:27:26.238,2022-02-21 12:27:39.44,3,hajó,csavar,bálna,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,17,9,2022-02-21 12:27:40.496,2022-02-21 12:27:52.377,3,játék,milliomos,kártya,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,5,10,2022-02-21 12:27:54.82,2022-02-21 12:28:04.493,2,hideg,virág,,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,87,2,2022-02-21 12:28:05.294,2022-02-21 12:28:14.905,3,édes,nadrág,görög,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,85,10,2022-02-21 12:28:15.984,2022-02-21 12:28:23.203,2,zseni,álom,,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,44,7,2022-02-21 12:28:34.778,2022-02-21 12:28:41.451,3,lélek,figura,király,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,51,9,2022-02-21 12:28:42.316,2022-02-21 12:28:58.872,3,szakasz,barát,banda,,,,,,,,,
9EF971C84EC12687D6711D6E776CDC81,98,6,2022-02-21 12:28:34.789,2022-02-21 12:29:02.381,3,fűszer,kaszinó,mező,,,,,,,,,
9EF971C84EC12687D6711D6E776CDC81,82,10,2022-02-21 12:29:11.347,2022-02-21 12:29:34.968,3,négyzet,központ,tüske,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,7,7,2022-02-21 12:29:41.423,2022-02-21 12:29:51.583,3,szakács,asztal,láng,,,,,,,,,
9EF971C84EC12687D6711D6E776CDC81,11,8,2022-02-21 12:30:13.086,2022-02-21 12:30:42.879,2,part,oszlop,,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,8,12,2022-02-21 12:29:52.535,2022-02-21 12:31:29.029,3,szellem,rendőr,óriás,,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,30,12,2022-02-21 12:31:31.93,2022-02-21 12:31:39.937,5,bálna,lovag,birka,toll,csirke,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,14,0,2022-02-21 12:31:41.856,2022-02-21 12:31:50.9,4,lélek,angyal,halál,templom,,,,,,,,
5EF1D571FD3DC36FE7012335EF1A3BAD,74,2,2022-02-21 12:31:51.665,2022-02-21 12:32:01.106,2,láda,üveg,,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,2,4,2022-02-21 12:35:31.344,2022-02-21 12:37:27.243,3,színház,kutya,torony,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,35,5,2022-02-21 12:37:29.399,2022-02-21 12:38:07.041,3,központ,vezet,bolt,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,87,1,2022-02-21 12:38:21.633,2022-02-21 12:39:03.068,4,föld,medve,indián,féreg,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,42,12,2022-02-21 12:38:33.459,2022-02-21 12:39:11.177,3,csillag,meleg,szikra,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,13,11,2022-02-21 12:39:07.068,2022-02-21 12:39:26.363,3,gumi,daru,autó,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,7,11,2022-02-21 12:39:12.643,2022-02-21 12:39:31.386,3,kaszinó,mese,koncert,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,86,9,2022-02-21 12:39:33.975,2022-02-21 12:39:45.8,2,pisztoly,kard,,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,67,7,2022-02-21 12:39:28.156,2022-02-21 12:40:08.376,2,csap,stadion,,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,29,14,2022-02-21 12:40:10.124,2022-02-21 12:40:24.352,2,tánc,királynő,,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,39,2,2022-02-21 12:40:25.848,2022-02-21 12:41:12.878,2,hajó,tévé,,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,44,10,2022-02-21 12:41:27.696,2022-02-21 12:41:53.555,3,király,nadrág,lélek,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,19,14,2022-02-21 12:41:14.493,2022-02-21 12:41:57.514,3,egészség,olaj,ruha,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,8,14,2022-02-21 12:41:59.107,2022-02-21 12:42:58.849,3,kórház,rendőr,meleg,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,57,3,2022-02-21 12:43:00.487,2022-02-21 12:43:30.118,2,torony,hotel,,,,,,,,,,
4284A38C20266DB6492BBF8CADBE751C,34,10,2022-02-21 12:43:31.558,2022-02-21 12:43:57.212,2,hotel,kaszinó,,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,78,8,2022-02-21 12:41:55.092,2022-02-21 12:44:49.851,2,lovag,boszorkány,,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,19,0,2022-02-21 12:44:56.757,2022-02-21 12:45:27.609,3,olaj,betegség,egészség,,,,,,,,,
45BD55B4F3B53D8EBA781C1FDD700E87,3,7,2022-02-21 12:45:38.266,2022-02-21 12:45:59.701,3,indián,szoknya,fűszer,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,29,4,2022-02-21 12:46:33.512,2022-02-21 12:46:53.299,3,piramis,tető,homok,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,77,7,2022-02-21 12:46:54.844,2022-02-21 12:47:13.969,2,tégla,figura,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,47,13,2022-02-21 12:47:15.918,2022-02-21 12:48:13.686,3,kenyér,sivatag,vitamin,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,79,5,2022-02-21 12:48:16.296,2022-02-21 12:48:55.773,2,oroszlán,idegen,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,90,3,2022-02-21 12:49:28.554,2022-02-21 12:49:47.147,3,szellem,felhő,egér,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,51,5,2022-02-21 12:49:51.309,2022-02-21 12:50:13.516,2,kutya,apró,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,25,9,2022-02-21 12:50:14.915,2022-02-21 12:50:49.944,3,meleg,haza,körte,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,43,4,2022-02-21 12:50:51.798,2022-02-21 12:51:09.068,3,papír,tévé,tető,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,11,4,2022-02-21 12:51:14.866,2022-02-21 12:51:28.23,3,barát,macska,majom,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,33,0,2022-02-21 12:51:29.715,2022-02-21 12:52:08.786,3,görög,hercegnő,pisztoly,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,80,4,2022-02-21 12:52:10.703,2022-02-21 12:52:24.878,2,tudós,tanár,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,52,9,2022-02-21 12:52:26.436,2022-02-21 12:52:58.408,3,tánc,opera,kaszinó,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,40,7,2022-02-21 12:52:59.862,2022-02-21 12:53:50.865,3,bíró,függ,robot,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,15,4,2022-02-21 12:53:52.583,2022-02-21 12:54:09.537,2,betegség,gerinc,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,64,5,2022-02-21 12:54:16.729,2022-02-21 12:54:30.68,2,homok,zöld,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,26,6,2022-02-21 12:54:33.473,2022-02-21 12:55:00.628,3,labda,bomba,csap,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,30,10,2022-02-21 12:55:02.146,2022-02-21 12:55:22.565,2,birka,csirke,,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,14,5,2022-02-21 12:55:23.921,2022-02-21 12:55:47.721,3,templom,angyal,lélek,,,,,,,,,
05E6211D5DDFF9589152F27EBBF85B8D,96,4,2022-02-21 12:55:49.281,2022-02-21 12:56:17.801,2,motor,távolság,,,,,,,,,,
9DD0BAFA531C3B18382CA3C7B68EE319,10,15,2022-02-21 13:15:57.431,2022-02-21 13:16:06.801,2,tanár,zseni,,,,,,,,,,
9DD0BAFA531C3B18382CA3C7B68EE319,19,8,2022-02-21 13:16:08.072,2022-02-21 13:17:17.152,2,idegen,sajt,,,,,,,,,,
9DD0BAFA531C3B18382CA3C7B68EE319,21,4,2022-02-21 13:17:19.26,2022-02-21 13:18:32.712,3,macska,mozi,labda,,,,,,,,,
9DD0BAFA531C3B18382CA3C7B68EE319,96,3,2022-02-21 13:18:34.466,2022-02-21 13:19:12.701,3,rakéta,motor,távolság,,,,,,,,,
61CBDB0ED73712F26F9E98985AADF848,33,15,2022-02-21 13:21:14.347,2022-02-21 13:21:42.34,3,gumi,csavar,autó,,,,,,,,,
61CBDB0ED73712F26F9E98985AADF848,52,3,2022-02-21 13:22:06.081,2022-02-21 13:22:34.353,3,fekete,láng,lyuk,,,,,,,,,
61CBDB0ED73712F26F9E98985AADF848,62,4,2022-02-21 13:22:43.469,2022-02-21 13:23:11.805,3,atom,apró,tányér,,,,,,,,,
61CBDB0ED73712F26F9E98985AADF848,81,1,2022-02-21 13:23:16.113,2022-02-21 13:23:31.834,3,követ,kormány,hatalom,,,,,,,,,
E4E503B630E675D21EC19B197FC84FF0,62,6,2022-02-21 13:32:39.953,2022-02-21 13:33:19.903,3,tányér,üveg,torta,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,57,2,2022-02-21 13:33:42.171,2022-02-21 13:34:12.623,3,torony,hotel,királynő,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,62,8,2022-02-21 13:34:18.34,2022-02-21 13:34:55.318,2,robot,szakasz,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,79,7,2022-02-21 13:34:57.248,2022-02-21 13:35:24.912,3,központ,idegen,lélek,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,37,8,2022-02-21 13:35:28.173,2022-02-21 13:35:53.464,3,stadion,banda,motor,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,72,10,2022-02-21 13:35:55.98,2022-02-21 13:37:00.159,3,pénz,milliomos,gyöngy,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,88,2,2022-02-21 13:37:02.941,2022-02-21 13:37:26.074,2,betegség,macska,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,15,2,2022-02-21 13:37:27.948,2022-02-21 13:38:11.359,2,betegség,vitamin,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,21,3,2022-02-21 13:38:12.998,2022-02-21 13:38:33.87,2,macska,mozi,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,56,4,2022-02-21 13:38:35.764,2022-02-21 13:39:34.55,3,jegy,opera,arany,,,,,,,,,
33FD7F01256CC5C6BCB386F07C4A9737,92,3,2022-02-21 13:39:48.402,2022-02-21 13:40:07.668,3,zöld,forrás,haza,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,25,14,2022-02-21 13:39:38.502,2022-02-21 13:40:11.356,3,körte,meleg,csatorna,,,,,,,,,
33FD7F01256CC5C6BCB386F07C4A9737,1,7,2022-02-21 13:40:10.202,2022-02-21 13:40:22.673,3,hajó,anyag,műhold,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,96,2,2022-02-21 13:40:14.698,2022-02-21 13:41:00.708,2,távolság,motor,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,23,3,2022-02-21 13:41:02.277,2022-02-21 13:41:28.667,3,gitár,opera,tévé,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,91,13,2022-02-21 13:41:30.98,2022-02-21 13:41:46.648,2,hercegnő,háború,,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,47,1,2022-02-21 13:41:48.647,2022-02-21 13:42:35.51,3,színház,cirkusz,kard,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,70,10,2022-02-21 13:42:38.589,2022-02-21 13:43:53.381,3,szoknya,keret,gyöngy,,,,,,,,,
