tabla_id;robot_id;szo;szam;1;2;3;4;5;6;7;8
36;1;ezred;2;helikopter;oszt;;;;;;
37;1;megszakad;2;vonal;szív;;;;;;
38;1;táplálkozik;2;csiga;béka;;;;;;
39;1;keresztes;2;háború;lovag;;;;;;
40;1;másol;2;kulcs;mező;;;;;;
41;1;lelő;2;pisztoly;helikopter;;;;;;
42;1;alom;2;kölyök;körte;;;;;;
43;1;középkori;2;templom;lovag;;;;;;
44;1;feltámadás;2;halál;kereszt;;;;;;
45;1;összekötő;2;vonal;szakasz;;;;;;
46;1;keletkező;2;szikra;szemét;;;;;;
47;1;kiváltás;2;lámpa;kártya;;;;;;
48;1;műfüves;2;stadion;pálya;;;;;;
49;1;vetődik;2;árnyék;part;;;;;;
50;1;születés;2;kölyök;halál;;;;;;
51;1;megmond;2;világos;kerek;;;;;;
52;1;kikötő;2;part;daru;;;;;;
53;1;köszöntő;2;torta;koncert;;;;;;
54;1;temet;2;koporsó;homok;;;;;;
55;1;tevékenykedik;2;ügyvéd;ügynök;;;;;;
56;1;levet;2;kesztyű;sárkány;;;;;;
57;1;művészettörténész;2;sárkány;ügynök;;;;;;
58;1;velejáró;2;tévé;élet;;;;;;
59;1;fájdalmas;2;méreg;csomó;;;;;;
60;1;szőlő;2;banán;hold;;;;;;
61;1;gyerekkori;2;barát;álom;;;;;;
62;1;diplomácia;2;magyar;tanár;;;;;;
63;1;kiállítási;2;anyag;központ;;;;;;
64;1;zárható;2;fedél;kulcs;;;;;;
65;1;keserű;2;édes;csokoládé;;;;;;
66;1;derék;2;nadrág;gerinc;;;;;;
67;1;ásványi;2;anyag;vitamin;;;;;;
68;1;kondenzációs;2;motor;meleg;;;;;;
69;1;elterülő;2;park;sivatag;;;;;;
70;1;imperialista;2;háború;hatalom;;;;;;
71;1;szovjet;2;műhold;katona;;;;;;
72;1;tiszti;2;kereszt;kaszinó;;;;;;
73;1;elnökhelyettes;2;szakács;volt;;;;;;
74;1;vaddisznó;2;medve;nyúl;;;;;;
75;1;illatos;2;olaj;virág;;;;;;
76;1;heavy;2;hullám;banda;;;;;;
77;1;start;2;műhold;pisztoly;;;;;;
78;1;szennyez;2;méreg;tudós;;;;;;
79;1;teljesítőképesség;2;határ;tüdő;;;;;;
80;1;szent;2;szellem;angyal;;;;;;
81;1;többes;2;alak;ügynök;;;;;;
82;1;viharos;2;éjszaka;szél;;;;;;
83;1;elérhető;2;másol;felhő;;;;;;
84;1;lelő;2;rendőr;puska;;;;;;
85;1;iratkozik;2;csatorna;mező;;;;;;
86;1;tinta;2;fekete;toll;;;;;;
87;1;alvilág;2;sötét;cápa;;;;;;
88;1;belépés;2;bika;gomb;;;;;;
89;1;rajzol;2;kréta;kereszt;;;;;;
90;1;gyülekezet;2;rózsa;templom;;;;;;
91;1;koronás;2;oroszlán;arany;;;;;;
92;1;érdemrend;2;arany;kereszt;;;;;;
93;1;alkalmi;2;ruha;tolvaj;;;;;;
94;1;éget;2;lyuk;láng;;;;;;
95;1;levet;2;csizma;cipő;;;;;;
96;1;visel;2;szoknya;ruha;;;;;;
97;1;bevételi;2;forrás;határ;;;;;;
98;1;autodidakta;2;zseni;gitár;;;;;;
99;1;fogan;2;baba;szellem;;;;;;
0;2;kapocs;3;vonal;csatorna;puska;;;;;
1;2;utasítás;3;orvos;csiga;szék;;;;;
2;2;jeladó;3;fedél;fekete;cápa;;;;;
3;2;feláldoz;3;harang;templom;tánc;;;;;
4;2;ajándékoz;3;cipő;hercegnő;csöpp;;;;;
5;2;társelnök;3;levegő;jogász;bánya;;;;;
6;2;meghökkentő;3;háló;csavar;egyenes;;;;;
7;2;panasz;3;betegség;szív;kutya;;;;;
8;2;felfogható;3;torony;oszlop;nehéz;;;;;
9;2;üzemmód;3;oroszlán;telefon;benzin;;;;;
10;2;meggyógyít;3;orvos;meleg;sárkány;;;;;
11;2;ömlik;3;csatorna;tető;benzin;;;;;
12;2;visel;3;bika;kard;macska;;;;;
13;2;picike;3;koporsó;szikra;daru;;;;;
14;2;formál;3;lyuk;puska;figura;;;;;
15;2;éltető;3;levegő;kenyér;szikra;;;;;
16;2;gyakorló;3;iskola;helikopter;ügyvéd;;;;;
17;2;formájú;3;robot;rózsa;gyémánt;;;;;
18;2;meleg;3;csizma;levegő;hideg;;;;;
19;2;vészel;3;denevér;könnyű;hideg;;;;;
20;2;bomlik;3;műanyag;tüdő;csillag;;;;;
21;2;melletti;3;erdő;négyzet;park;;;;;
22;2;meggyógyít;3;láda;orvos;tiszta;;;;;
23;2;esztendős;3;pilóta;királynő;hercegnő;;;;;
24;2;tiltakozik;3;zebra;ordít;kölyök;;;;;
25;2;mutató;3;hullám;négyzet;leves;;;;;
26;2;formájú;3;kocka;csavar;harang;;;;;
27;2;biztosított;3;tévé;levél;hotel;;;;;
28;2;megvásárlás;3;gyöngy;pilóta;homok;;;;;
29;2;gyárt;3;puska;csokoládé;cipő;;;;;
30;2;babonás;3;pilóta;mese;szellem;;;;;
31;2;gratulál;3;tanár;sötét;körte;;;;;
32;2;felgyújt;3;templom;láng;kalóz;;;;;
33;2;elvág;3;csirke;kard;gyökér;;;;;
34;2;ünnepelt;3;torta;asztal;zseni;;;;;
35;2;feltétlen;3;papír;autó;király;;;;;
36;2;repül;3;éjszaka;helikopter;távolság;;;;;
37;2;fals;3;vonal;harang;szív;;;;;
38;2;gerinces;3;csiga;béka;tüdő;;;;;
39;2;osztrák;3;rendőr;háború;hercegnő;;;;;
40;2;meghatalmazott;3;nyit;kulcs;mező;;;;;
41;2;körözött;3;motor;helikopter;sajt;;;;;
42;2;citromos;3;görög;fűszer;körte;;;;;
43;2;evangélikus;3;iskola;harang;templom;;;;;
44;2;megrendez;3;mese;halál;autó;;;;;
45;2;részvételi;3;hajó;szakasz;éjszaka;;;;;
46;2;parányi;3;lyuk;féreg;szikra;;;;;
47;2;felmondás;3;bomba;kerek;kártya;;;;;
48;2;versenyez;3;pálya;pilóta;autó;;;;;
49;2;keleti;3;part;görög;fűszer;;;;;
50;2;ártatlan;3;kölyök;halál;autó;;;;;
51;2;hektár;3;gazda;part;távolság;;;;;
52;2;jelkép;3;kereszt;hatalom;sárkány;;;;;
53;2;tárca;3;vonal;műhold;bíró;;;;;
54;2;befed;3;tető;koporsó;homok;;;;;
55;2;elalszik;3;lámpa;láng;álom;;;;;
56;2;népesség;3;szám;központ;indián;;;;;
57;2;sátán;3;kutya;sárkány;ügynök;;;;;
58;2;értékrend;3;tévé;világos;tudós;;;;;
59;2;engedélyezett;3;elem;méreg;körte;;;;;
60;2;gabonaféle;3;csavar;banán;hold;;;;;
61;2;azonosítás;3;felhő;gomb;kártya;;;;;
62;2;készül;3;műanyag;mozi;csokoládé;;;;;
63;2;kétdimenziós;3;négyzet;figura;atom;;;;;
64;2;süni;3;törpe;egér;béka;;;;;
65;2;kerek;3;cirkusz;asztal;csokoládé;;;;;
66;2;bead;3;üveg;nadrág;gerinc;;;;;
67;2;kémiai;3;elem;anyag;vitamin;;;;;
68;2;levegő;3;meleg;repül;tüdő;;;;;
69;2;lakodalmas;3;asztal;kutya;tánc;;;;;
70;2;nagyhatalom;3;háború;hatalom;csiga;;;;;
71;2;gyanúsított;3;rendőr;volt;katona;;;;;
72;2;ügyész;3;jogász;kereszt;kaszinó;;;;;
73;2;holló;3;szakács;gyűrű;cápa;;;;;
74;2;sajt;3;kocka;medve;csirke;;;;;
75;2;díszítő;3;elem;oszlop;virág;;;;;
76;2;végrehajtó;3;hatalom;ügyvéd;banda;;;;;
77;2;megtalál;3;fedél;pisztoly;boszorkány;;;;;
78;2;bükki;3;sajt;park;szürke;;;;;
79;2;ukrán;3;hajó;határ;kalóz;;;;;
80;2;jövedelem;3;alma;pénz;szellem;;;;;
81;2;számú;3;labda;alak;ügynök;;;;;
82;2;ábrázoló;3;bika;oroszlán;térkép;;;;;
83;2;vándorló;3;felhő;daru;cápa;;;;;
84;2;felhasznál;3;másol;kenyér;leves;;;;;
85;2;másol;3;kulcs;mező;kártya;;;;;
86;2;tűzvész;3;templom;háború;bálna;;;;;
87;2;váró;3;kutya;bánya;macska;;;;;
88;2;póló;3;fekete;szoknya;gomb;;;;;
89;2;kinevezés;3;pálya;erdő;kereszt;;;;;
90;2;faragott;3;ajtó;templom;figura;;;;;
91;2;karkötő;3;csizma;gyöngy;arany;;;;;
92;2;befektetési;3;bank;arany;forrás;;;;;
93;2;csipkés;3;ruha;szél;gerinc;;;;;
94;2;hatalmas;3;lyuk;láng;apró;;;;;
95;2;gyalogol;3;csizma;cipő;távolság;;;;;
96;2;párosít;3;telefon;szoknya;körte;;;;;
97;2;kiszabadít;3;törpe;kalóz;angyal;;;;;
98;2;hercegnő;3;amazon;királynő;sárkány;;;;;
99;2;évforduló;3;baba;asztal;koncert;;;;;
0;3;leszed;5;vonal;puska;tányér;kalóz;csomó;;;
1;3;megbeszél;7;orvos;ügyvéd;szakít;csiga;szék;hideg;gitár;
2;3;aktivál;6;levél;harang;fekete;benzin;kártya;cápa;;
3;3;eltölt;6;tévé;harang;templom;teherautó;tányér;tánc;;
4;3;csomagolás;6;levél;kocka;könnyű;cipő;hercegnő;csöpp;;
5;3;bronzérem;6;haza;stadion;csap;opera;csokoládé;bánya;;
6;3;szeglet;6;csavar;bomba;kesztyű;bánya;fűszer;egyenes;;
7;3;érrendszeri;5;műhold;betegség;szív;kalóz;gyökér;;;
8;3;földszintes;5;torony;oszlop;iskola;világos;egyenes;;;
9;3;autós;5;játék;boszorkány;oroszlán;telefon;benzin;;;
10;3;környezet;6;gyémánt;part;meleg;szem;zöld;gitár;;
11;3;kinyújt;6;édes;oroszlán;tető;oszt;villa;homok;;
12;3;negyvenéves;6;bika;gazda;kard;ügynök;körte;macska;;
13;3;egyesülés;7;pálya;csempész;szén;atom;koporsó;szikra;daru;
14;3;beüt;6;lyuk;pálya;puska;meleg;sárkány;kaszinó;;
15;3;fejeződik;7;torta;édes;levegő;szakasz;kenyér;tégla;szikra;
16;3;önzetlen;6;labda;helikopter;ügyvéd;természet;sötét;macska;;
17;3;kerekasztal;4;élet;sárkány;kormány;lovag;;;;
18;3;négyzet;6;torony;csizma;piramis;szakács;tolvaj;hideg;;
19;3;iratkozik;4;tanár;csatorna;toll;hideg;;;;
20;3;továbbított;7;hullám;opera;gazda;szerencse;képernyő;bánya;csillag;
21;3;létesít;6;erdő;telefon;négyzet;görög;csöpp;park;;
22;3;évszám;4;lyuk;orvos;anya;kerek;;;;
23;3;brit;5;hajó;pilóta;királynő;hercegnő;kormány;;;
24;3;oroszlán;4;zebra;boszorkány;ordít;kölyök;;;;
25;3;közvetített;5;tévé;robot;hullám;tanár;négyzet;;;
26;3;összead;6;kocka;harang;oszt;zseni;narancs;bíró;;
27;3;dohány;5;tévé;levél;csempész;gyűrű;hotel;;;
28;3;közlekedési;6;cirkusz;betegség;pilóta;kritikus;tüdő;homok;;
29;3;csípő;6;denevér;pohár;puska;alak;cipő;kerek;;
30;3;megfelelő;6;baba;cirkusz;láda;mese;gerinc;vitamin;;
31;3;kereset;6;torta;tanár;kulcs;hatalom;atom;körte;;
32;3;tetőszerkezet;4;lyuk;templom;láda;láng;;;;
33;3;ördög;6;csirke;gyűrű;ügyvéd;kard;tánc;kalóz;;
34;3;tiszti;5;iskola;pisztoly;asztal;kard;zseni;;;
35;3;kiforrott;6;édes;jegy;papír;forma;autó;király;;
36;3;repül;5;éjszaka;helikopter;tányér;ügynök;távolság;;;
37;3;bezárt;4;vonal;nyit;szív;bánya;;;;
38;3;nyugdíjazás;7;színház;hajó;opera;puska;volt;csiga;béka;
39;3;csehszlovák;7;rendőr;pohár;háború;idegen;daru;banán;lovag;
40;3;megbízható;6;nyit;szakács;orvos;arany;kutya;mező;;
41;3;elrejtett;6;pisztoly;csatorna;erdő;helikopter;koporsó;sajt;;
42;3;latin;6;szám;bomba;figura;görög;kölyök;körte;;
43;3;katolikus;5;iskola;harang;templom;szakács;lovag;;;
44;3;meghaladó;7;stadion;vonal;asztal;halál;kereszt;autó;homok;
45;3;perspektíva;7;motor;vonal;szarv;szakasz;lélek;hideg;hold;
46;3;emészt;6;lyuk;féreg;kesztyű;kard;szikra;szemét;;
47;3;körút;6;lámpa;szakács;bomba;kártya;király;sivatag;;
48;3;négyszeres;7;stadion;bika;tüske;csokoládé;pilóta;cipő;fűszer;
49;3;félsziget;5;árnyék;part;görög;fűszer;hideg;;;
50;3;veterán;4;pilóta;kölyök;kesztyű;autó;;;;
51;3;galaxis;5;lámpa;lyuk;part;kerek;távolság;;;
52;3;kérő;6;part;hatalom;kereszt;forrás;sárkány;kártya;;
53;3;miniszteri;7;műanyag;torta;vonal;műhold;arany;bíró;kormány;
54;3;cserepes;4;rózsa;tető;lélek;óriás;;;;
55;3;energiatakarékos;6;lámpa;denevér;láng;ügynök;álom;sivatag;;
56;3;végleges;6;kesztyű;ügyvéd;sárkány;indián;gyökér;kaszinó;;
57;3;lojális;5;mozi;anyag;kutya;gumi;ügynök;;;
58;3;szovjet;6;tévé;volt;tudós;kereszt;idegen;csiga;;
59;3;várandós;5;tanár;méreg;ruha;repül;körte;;;
60;3;termeszt;6;csavar;hercegnő;indián;banán;park;hold;;
61;3;biztonságos;6;zebra;felhő;kard;gomb;álom;kártya;;
62;3;koncert;7;mozi;tanár;csokoládé;bomba;hotel;repül;csiga;
63;3;osztályos;6;kréta;telefon;figura;négyzet;kórház;atom;;
64;3;hajtogat;5;törpe;fedél;béka;daru;csillag;;;
65;3;betér;6;édes;asztal;csokoládé;udvar;benzin;kaszinó;;
66;3;elszakad;6;alma;csavar;üveg;nadrág;gerinc;nehéz;;
67;3;termesztés;8;csap;gazda;szakács;kritikus;kenyér;anyag;majom;vitamin
68;3;gyönyörű;5;torta;kréta;virág;csokoládé;meleg;;;
69;3;hegyoldal;6;oszlop;rakéta;gyűrű;tégla;tánc;sivatag;;
70;3;hódító;5;gyöngy;szarv;háború;hatalom;zseni;;;
71;3;halálos;6;rendőr;méreg;volt;katona;királynő;koporsó;;
72;3;váltó;6;olaj;hullám;puska;kereszt;távolság;kaszinó;;
73;3;ruhás;6;lyuk;gyöngy;nővér;szakács;szín;cápa;;
74;3;texasi;8;gyöngy;medve;csirke;királynő;kulcs;ügyvéd;nyúl;sivatag
75;3;áztat;6;oszlop;olaj;alma;virág;tiszta;hideg;;
76;3;képviselt;5;hullám;ügyvéd;banda;követ;lovag;;;
77;3;mozzanat;6;műhold;kocka;fedél;kritikus;határ;apró;;
78;3;business;7;amazon;méreg;központ;bálna;sajt;park;koncert;
79;3;elhangzik;5;tévé;lámpa;száj;ordít;határ;;;
80;3;jövedelem;5;alma;pénz;virág;szellem;angyal;;;
81;3;bead;5;labda;kulcs;alak;ügynök;tüdő;;;
82;3;rajzol;5;bika;oroszlán;szén;szél;térkép;;;
83;3;éber;4;másol;volt;szellem;daru;;;;
84;3;meglátás;6;rendőr;szarv;puska;kenyér;mese;leves;;
85;3;feltöltött;6;amazon;motor;csatorna;tégla;mező;kártya;;
86;3;pusztul;6;fekete;háború;kutya;bálna;indián;toll;;
87;3;csapódik;4;oszlop;vonal;csatorna;cápa;;;;
88;3;múlás;5;csap;gyémánt;szoknya;fűszer;béka;;;
89;3;kinevezés;5;pálya;erdő;kereszt;kormány;tavasz;;;
90;3;pünkösdi;4;rózsa;figura;templom;csillag;;;;
91;3;bölcső;8;csizma;gyöngy;piramis;oroszlán;zseni;szén;koporsó;nyúl
92;3;gazdagodik;6;csizma;bank;pohár;arany;kereszt;fűszer;;
93;3;királynő;5;udvar;ruha;kalóz;király;tolvaj;;;
94;3;rendű;5;mozi;medve;ügyvéd;láng;apró;;;
95;3;birtokos;6;csizma;éjszaka;pisztoly;háború;cipő;föld;;
96;3;lukas;6;háló;pohár;medve;telefon;szoknya;körte;;
97;3;bosszú;5;törpe;csempész;gumi;kalóz;angyal;;;
98;3;telekommunikációs;5;amazon;műhold;kritikus;zseni;sárkány;;;
99;3;pezsgő;5;édes;asztal;szellem;koncert;gitár;;;
0;4;gyulladásos;2;csomó;tüdő;;;;;;
1;4;téli;2;gumi;hideg;;;;;;
2;4;fosszilis;2;benzin;cápa;;;;;;
3;4;szentel;2;harang;templom;;;;;;
4;4;házasságkötés;2;szám;hercegnő;;;;;;
5;4;pekingi;2;stadion;opera;;;;;;
6;4;kapus;2;háló;kesztyű;;;;;;
7;4;ereszt;2;szél;gyökér;;;;;;
8;4;vetett;2;árnyék;papír;;;;;;
9;4;megjósol;2;boszorkány;nehéz;;;;;;
10;4;megesik;2;szív;könnyű;;;;;;
11;4;tengerparti;2;villa;homok;;;;;;
12;4;felemel;2;fedél;kard;;;;;;
13;4;radioaktív;2;szén;atom;;;;;;
14;4;mitikus;2;figura;sárkány;;;;;;
15;4;pálinkás;2;kenyér;üveg;;;;;;
16;4;bead;2;labda;kulcs;;;;;;
17;4;elrabol;2;sárkány;lovag;;;;;;
18;4;fázik;2;csizma;hideg;;;;;;
19;4;borongós;2;sötét;hideg;;;;;;
20;4;gravitációs;2;hullám;csillag;;;;;;
21;4;lenti;2;négyzet;térkép;;;;;;
22;4;nővér;2;orvos;anya;;;;;;
23;4;jeruzsálemi;2;királynő;hercegnő;;;;;;
24;4;kiált;2;boszorkány;ordít;;;;;;
25;4;kelta;2;boszorkány;kereszt;;;;;;
26;4;meghúz;2;csavar;harang;;;;;;
27;4;leül;2;tévé;szék;;;;;;
28;4;forgalmazás;2;gyöngy;mozi;;;;;;
29;4;mogyorós;2;denevér;csokoládé;;;;;;
30;4;varázslatos;2;cirkusz;mese;;;;;;
31;4;mágneses;2;mező;atom;;;;;;
32;4;leégett;2;templom;láng;;;;;;
33;4;kincses;2;láda;kalóz;;;;;;
34;4;ránt;2;pisztoly;kard;;;;;;
35;4;irtó;2;édes;forrás;;;;;;
36;4;ezred;2;helikopter;oszt;;;;;;
37;4;megszakad;2;vonal;szív;;;;;;
38;4;kétéltű;2;csiga;béka;;;;;;
39;4;keresztes;2;háború;lovag;;;;;;
40;4;másol;2;kulcs;mező;;;;;;
41;4;lelő;2;pisztoly;helikopter;;;;;;
42;4;alom;2;kölyök;körte;;;;;;
43;4;egyhajós;2;harang;templom;;;;;;
44;4;feltámadás;2;halál;kereszt;;;;;;
45;4;fagyos;2;éjszaka;hideg;;;;;;
46;4;keletkező;2;szikra;szemét;;;;;;
47;4;kiváltás;2;lámpa;kártya;;;;;;
48;4;műfüves;2;stadion;pálya;;;;;;
49;4;vetődik;2;árnyék;part;;;;;;
50;4;születés;2;kölyök;halál;;;;;;
51;4;fényszóró;2;lámpa;kerek;;;;;;
52;4;hajtogat;2;sárkány;daru;;;;;;
53;4;születésnapi;2;torta;koncert;;;;;;
54;4;sivatagi;2;rózsa;homok;;;;;;
55;4;alvó;2;denevér;ügynök;;;;;;
56;4;szeri;2;szám;indián;;;;;;
57;4;művészettörténész;2;sárkány;ügynök;;;;;;
58;4;állított;2;tető;kereszt;;;;;;
59;4;felszabadul;2;méreg;csomó;;;;;;
60;4;holdas;2;park;hold;;;;;;
61;4;gyerekkori;2;barát;álom;;;;;;
62;4;gyerekbarát;2;műanyag;hotel;;;;;;
63;4;radioaktív;2;anyag;atom;;;;;;
64;4;zárható;2;fedél;kulcs;;;;;;
